SITE,YEAR,MONTH,MAIN_CATEGORY,SUB_CATEGORY,TOTAL_VIEWS,TOTAL_PURCHASES
walmart.com,21,5,Musical Instruments,Musical Instruments - Shop By Skill Level,16467.050111656,181.529130181
walmart.com,21,5,Auto & Tires,Auto & Tires - Truck Accessories + Truck Parts,75895.16660372,1539.465980781
walmart.com,21,5,Cell Phones,Cell Phones - Phone & Data Plans,82335.250558278,14742.444575611
walmart.com,21,5,Health,Health - Plant Based Nutrition,9456.325806693,708.287013878
walmart.com,21,5,Electronics,Electronics - Shop Electronics by Brand,25271.215517887,280.390564511
walmart.com,21,5,Industrial & Scientific,Industrial & Scientific - Featured Brands,9619.365906809,547.645218515
walmart.com,21,5,Pets,Pets - Advantage II,1874.961151327,91.548103357
walmart.com,21,5,Toys,Toys - RC Private Brand Top Items,2038.001251443,73.328570234
walmart.com,21,5,Beauty,Beauty - Beauty Wellness,49319.630284909,3421.120707773
walmart.com,21,5,Beauty,Beauty - Nail Care,289640.737855013,10278.570661742
walmart.com,21,5,Pets,Pets - Pet Shampoo & Conditioner,733.680450519,53.578326341
walmart.com,21,5,Party & Occasions,Party & Occasions - Power Rangers Party Supplies,244.560150173,7.295623842
walmart.com,21,5,Premium Beauty,Premium Beauty - Premium Tools & Brushes,1467.360901039,91.09279344
walmart.com,21,5,Music,Music - Special Interest,4402.082703116,232.570396618
walmart.com,21,5,Home Improvement,Home Improvement - Windows,489.120300346,12.285335881
walmart.com,21,5,Collectibles,Collectibles - Shop all Collectibles,9130.245606463,199.234155403
walmart.com,21,5,Food,Food - /Beverages,1548.880951096,201.596091529
walmart.com,21,5,Movies & TV Shows,Movies & TV Shows - Boxed Sets & Collections Movies & TV,244.560150173,8.770457127
walmart.com,21,5,Auto & tires,Auto & tires - Tires,978.240600692,31.901070106
walmart.com,21,5,Home,Home - Travel & Guest Ready,63585.639045007,2290.799351257
walmart.com,21,5,Pharmacy,Pharmacy - Prescription Medication,6847.684204847,30.704233627
walmart.com,21,5,Health,Health - Restock Wellness Essentials,57471.635290679,6675.459127108
walmart.com,21,5,Shop by Brand,Shop by Brand - Household Essentials,109644.467327608,6467.064631092
walmart.com,21,5,Party & Occasions,Party & Occasions - Bachelorette Party Supplies,978.240600692,28.656930129
walmart.com,21,5,Books,Books - Language Arts & Disciplines Books,5869.443604155,157.737637661
walmart.com,21,5,Home Improvement,Home Improvement - Wall Coverings,4728.162903347,38.585798497
walmart.com,21,5,Shop by Seller,Shop by Seller - Bulletproof,326.080200231,7.130347441
walmart.com,21,5,Home improvement,Home improvement - Windows & window supplies,733.680450519,10.010935013
walmart.com,21,5,Pets,Pets - Capaction,1630.401001154,94.950467919
walmart.com,21,5,Food,Food - Shop by Diet,733.680450519,132.728236448
walmart.com,21,5,Books,Books - Comic-Con Books,489.120300346,13.702454275
walmart.com,21,5,Shop by Brand,Shop by Brand - GoPlus,53558.67288791,1214.411803735
amazon.com,22,5,"Patio, Lawn & Garden","Patio, Lawn & Garden - Fall Outlet",262.586287285,14.684119364
amazon.com,22,5,"Patio, Lawn & Garden","Patio, Lawn & Garden - Suncast",962.81638671,49.77287537
amazon.com,22,2,"Patio, Lawn & Garden","Patio, Lawn & Garden - BLACK+DECKER Promotion",716.725989929,71.933257442
walmart.com,21,5,Arts Crafts & Sewing,Arts Crafts & Sewing - Cricut,74427.805702681,1521.806697186
walmart.com,21,5,Movies & TV Shows,Movies & TV Shows - Harry Potter Movies,978.240600692,89.994451579
walmart.com,21,5,Movies & TV Shows,Movies & TV Shows - Fast & Furious Movies,1222.800750866,29.81243636
walmart.com,21,5,Shop by Movie,Shop by Movie - Descendants,244.560150173,4.112713856
walmart.com,21,5,Food,Food - Gluten-free foods,652.160400462,100.824515761
walmart.com,21,5,Personal Care,Personal Care - 2-in-1 Hair and Body Care,16059.449861367,1472.305478673
walmart.com,21,5,Pets,Pets - Pet Supplies by Brand,978.240600692,51.848983046
walmart.com,21,5,Patio & Garden,Patio & Garden - /Patio & Outdoor Decor,244.560150173,4.956478821
walmart.com,21,5,Pets,Pets - Home & Yard Flea & Tick Treatments,10760.646607617,900.484480575
walmart.com,21,5,Arts crafts & sewing,Arts crafts & sewing - Crafting,244.560150173,8.772379111
walmart.com,21,5,Party & Occasions,Party & Occasions - Mickey Mouse Party Supplies,2119.5213015,51.625215687
walmart.com,21,5,Health,Health - /Allergy and Sinus,244.560150173,12.025227174
walmart.com,21,5,Jewelry,Jewelry - Gold Chain,244.560150173,5.311482679
walmart.com,21,5,Electronics,Electronics - All Garmin Products,2527.121551789,33.694639969
walmart.com,21,5,Party & occasions,Party & occasions - Birthday shop,244.560150173,9.964708596
walmart.com,21,5,Services,Services - TV and Tech Setup Services,2201.041351558,21.577116004
walmart.com,21,5,Party & Occasions,Party & Occasions - Fiesta Supplies,489.120300346,14.594075926
walmart.com,21,5,Pets,Pets - K&H Pet Supplies,244.560150173,15.198678452
walmart.com,21,5,Feature,Feature - levis signature redirect,489.120300346,11.424341171
walmart.com,21,5,Shop by TV Show,Shop by TV Show - Looney Tunes,1711.921051212,34.19685992
walmart.com,21,5,Beauty,Beauty - Mother's day,244.560150173,9.39611446
walmart.com,21,5,Pets,Pets - Midwest Homes For Pets Dog Supplies,4402.082703116,85.765952442
walmart.com,21,5,Movies & TV Shows,Movies & TV Shows - Karate Kid Movies,489.120300346,56.810118866
walmart.com,21,5,Movies & TV Shows,Movies & TV Shows - Movie Series,1385.840850981,59.581703824
walmart.com,21,5,Pets,Pets - Natural Care+,2201.041351558,133.116126907
walmart.com,21,5,Shop by TV Show,Shop by TV Show - PJ Masks,733.680450519,17.966760038
walmart.com,21,5,Seasonal,Seasonal - Tax Free Apparel & School Supplies,815.200500577,58.500749163
walmart.com,21,5,Party & Occasions,Party & Occasions - Snow White Party Supplies,244.560150173,9.54739954
walmart.com,21,5,Personal care,Personal care - /Bath & body,244.560150173,8.772379111
walmart.com,21,5,Baby,Baby - /Nursery & Decor,244.560150173,11.077370823
walmart.com,21,5,Pets,Pets - Petmate Pet Supplies,244.560150173,9.665665626
walmart.com,21,5,Shop by Movie,Shop by Movie - LEGO,489.120300346,8.23623018
walmart.com,21,5,Pets,Pets - Purina Pro Plan Wet Dog Food,733.680450519,95.666694374
walmart.com,21,5,Party & Occasions,Party & Occasions - Ladybug Party Supplies,244.560150173,7.292321129
walmart.com,21,5,Clothing,Clothing - Boys Clothing,489.120300346,63.695122119
walmart.com,21,5,Electronics,Electronics - /Cameras & camcorders,244.560150173,4.415648278
walmart.com,21,5,Arts Crafts & Sewing,Arts Crafts & Sewing - Spinrite,16874.650361944,17.981071103
walmart.com,21,5,Party & Occasions,Party & Occasions - Minecraft Party Supplies,1059.76065075,30.696675864
walmart.com,21,5,Party & Occasions,Party & Occasions - Camouflage Party Supplies,244.560150173,9.54739954
bestbuy.com,21,1,Best Buy,Best Buy - TV & Home Theater,10398568.2131649,267109.881103841
bestbuy.com,21,1,Custom Landing Pages,Custom Landing Pages - Geek Squad Warranties,25838.126516069,2899.531749366
bestbuy.com,21,1,Best Buy,Best Buy - Electronics,340.722547465,6.595019527
bestbuy.com,21,1,Best Buy,Best Buy - Cameras & Camcorders,681.445094929,12.927064616
bestbuy.com,21,1,Best Buy,Best Buy - Gift Ideas,170.361273732,3.300772331
officedepot.com,21,2,Home,Home - Office Supplies,2116095.63533917,182756.633980046
officedepot.com,21,2,Home,Home - Paper,325101.293018117,45817.360464285
officedepot.com,21,2,Home,Home - School Supplies,15044.352475497,472.986000431
officedepot.com,21,2,Home /,Home / - Print & Copy,91698.910326838,21036.715191696
officedepot.com,22,2,Home,Home - Avery,865.696320699,35.762663149
walmart.com,21,2,Home,Home - Shop by Brand,101401.347489353,3958.794902708
walmart.com,21,2,Party & Occasions,Party & Occasions - Bunny Party Supplies,639.980454,18.131890296
walmart.com,21,2,Arts Crafts & Sewing,Arts Crafts & Sewing - /Yarn,213.326818,5.311601634
walmart.com,21,2,Clothing,Clothing - /Valentine's day gift guide,213.326818,6.111305168
walmart.com,21,2,Pets,Pets - Pet Elevated Feeders,2204.377119334,198.341370502
walmart.com,21,2,Home,Home - Featured shops,213.326818,4.769966203
walmart.com,21,2,Food,"Food - /Condiments, Sauces & Spices",10524.123021335,968.94973532
walmart.com,21,2,Pets,Pets - Pet Supplies by Brand,5546.497268001,436.009687566
walmart.com,21,2,Health,Health - Family Planning,21119.354982004,1130.847187084
walmart.com,21,2,Food,"Food - Snacks, cookies & chips",7253.111812001,812.106680358
walmart.com,22,3,Party & Occasions,Party & Occasions - Pioneer Woman Party Supplies,3322.834022174,105.825204039
walmart.com,21,5,Party & Occasions,Party & Occasions - Batman Party Supplies,1304.320800923,126.771983169
officedepot.com,21,2,N/A,N/A,524116.584336832,13533.700399028
walmart.com,21,2,Party & Occasions,Party & Occasions - Blue's Clues Party Supplies,639.980454,23.747715408
walmart.com,21,2,Shop by Movie,Shop by Movie - Top Gun,1422.178786667,47.459730402
walmart.com,21,2,Office supplies,Office supplies - Office technology,213.326818,7.580913586
walmart.com,21,2,Books,Books - Father's Day Books,1351.069847334,38.352111796
walmart.com,21,2,Party & Occasions,Party & Occasions - Shark Party Supplies,213.326818,6.041124549
amazon.com,22,4,Apps & Games,Apps & Games - Business,2930.887788667,8.426491625
amazon.com,22,4,About Amazon Coins,N/A,53258.418102632,1490.022444839
amazon.com,22,4,Credit & Payment Cards,Credit & Payment Cards - Credit Cards,251.218953314,8.491505194
amazon.com,22,4,Digital Educational Resources,Digital Educational Resources - Math,6866.651390591,141.640083887
amazon.com,22,4,Luxury Beauty,N/A,753.656859943,4.534039079
amazon.com,22,4,CDs & Vinyl,CDs & Vinyl - Alternative Rock,251.218953314,8.607643359
amazon.com,22,4,Department,Department - Sports & Outdoors,502.437906629,50.650392629
walmart.com,21,2,Beauty,Beauty - Restock Beauty Essentials,497.762575333,19.72993893
walmart.com,21,2,Personal Care,Personal Care - Every Man Jack,3271.011209334,304.478650399
walmart.com,21,2,Cell Phones,Cell Phones - /Cellphone Accessories,426.653636,21.569489587
walmart.com,21,2,Office Supplies,Office Supplies - @ Manual Shelves - Office,21332.681800004,1001.640714598
walmart.com,21,2,Party & Occasions,Party & Occasions - Iridescent Party Supplies,2204.377119334,47.773346323
walmart.com,21,2,Party & Occasions,Party & Occasions - Luau Party Supplies,1351.069847334,48.331104731
walmart.com,21,2,Party & Occasions,Party & Occasions - The Mandalorian Party Supplies,639.980454,48.801028345
walmart.com,21,2,Party & Occasions,Party & Occasions - Dinosaur Party Supplies,711.089393333,20.070751793
walmart.com,21,2,Health,Health - /Protein & Fitness,426.653636,20.902647959
walmart.com,21,2,Home Improvement,Home Improvement - /Safety Equipment and Gear,213.326818,6.200041264
walmart.com,21,2,Seasonal,Seasonal - Trending Sellers,3199.902270001,152.236123687
walmart.com,21,2,Toys,Toys - Action figures,426.653636,7.182156922
walmart.com,21,2,Baby,Baby - /Feeding,924.416211334,63.846894332
walmart.com,21,2,Pets,Pets - Go Pet Club,853.307272,50.602492583
walmart.com,21,2,Party & Occasions,Party & Occasions - Gift Wrap & Greeting Cards,426.653636,12.061143365
walmart.com,21,2,Pets,Pets - Hartz Flea & Tick,426.653636,39.295860449
walmart.com,21,2,Home,Home - Storage & organization,4622.081056668,124.854516621
walmart.com,21,2,Health,Health - Motion Sickness & Nausea,9101.944234668,785.910306211
walmart.com,21,2,Books,Books - Summer Reading Books,213.326818,6.577205878
walmart.com,21,2,Food,Food - Knorr,21261.572860671,1353.079632482
walmart.com,21,2,Books,Books - Kobo eReader Devices & Accessories,41385.402692008,2752.544159101
walmart.com,21,2,Beauty,Beauty - /Beauty Next Day,639.980454,26.913954246
walmart.com,21,2,Movies & TV Shows,Movies & TV Shows - Instawatch Movies By VUDU,568.871514667,33.159767993
walmart.com,21,2,Home Improvement,Home Improvement - /Paint,426.653636,10.255949039
walmart.com,21,2,Music,Music - Music: Cassette Tapes,213.326818,5.561657758
walmart.com,21,2,Pets,Pets - Midwest Homes For Pets Small Animal Supplies,1208.851968667,45.538626166
walmart.com,21,2,Pets,Pets - Midwest Homes for Pets Dog Beds,426.653636,24.911451231
walmart.com,21,2,Pets,Pets - Nutro Wholesome Essentials,284.435757333,24.099215949
walmart.com,21,2,Pets,Pets - Petmaker Dog Beds,497.762575333,25.65887688
walmart.com,21,2,Pets,Pets - /Pure balance,568.871514667,76.8791097
walmart.com,21,2,Pets,Pets - Bayer Flea & Tick,497.762575333,43.321182424
walmart.com,21,2,Arts Crafts & Sewing,Arts Crafts & Sewing - Silhouette,4693.189996001,10.589267592
walmart.com,21,2,Clothing,Clothing - /Juniors,213.326818,6.111305168
walmart.com,21,2,Clothing,Clothing - @ Manual Shelves - Clothing,213.326818,15.628474913
walmart.com,21,2,Party & Occasions,Party & Occasions - Carnival Party Supplies,1919.941362,74.429399753
walmart.com,21,2,Home,Home - /Storage & organization,213.326818,13.825393464
amazon.com,22,5,Portable Audio & Accessories,Portable Audio & Accessories - Bluetooth Speakers,262.586287285,5.358616288
amazon.com,21,4,"Patio, Lawn & Garden","Patio, Lawn & Garden - The Companion Group",494.180395113,24.013021015
amazon.com,21,6,Grocery & Gourmet Food,Grocery & Gourmet Food - Pasta & Noodles,224.613255849,54.72909804
target.com,21,3,Ice Cream & Ice,N/A,1799.317529992,98.566542468
bestbuy.com,21,3,,N/A,94503.582302782,2489.750803869
bestbuy.com,21,3,Best Buy,Best Buy - Cell Phones,4474797.96630483,135242.205986638
bestbuy.com,21,3,Best Buy,Best Buy - Smart Home,1238766.2086641,49615.355664244
bestbuy.com,21,3,Best Buy,Best Buy - Video Games,10634320.2224673,370788.974638779
bestbuy.com,21,3,Custom Landing Pages,Custom Landing Pages - Geek Squad Warranties,21786.92212328,6602.734385202
bestbuy.com,21,3,Best Buy,Best Buy - Name Brands,494754.048526331,7418.882869981
bestbuy.com,21,3,Best Buy,Best Buy - Magnolia,168.455583427,3.535746222
amazon.com,22,2,Pet Supplies,Pet Supplies - Green,1990.90552758,286.343825454
amazon.com,22,1,"Patio, Lawn & Garden","Patio, Lawn & Garden - GreenWorks",65171.992226685,3540.755499977
amazon.com,22,5,Apps & Games,Apps & Games - Magazines,1400.460198851,21.233489181
amazon.com,22,5,Movies & TV,Movies & TV - Olympics,262.586287285,10.992330425
amazon.com,22,5,Movies & TV,Movies & TV - WGBH Boston,262.586287285,10.992542645
amazon.com,22,5,Digital Educational Resources,Digital Educational Resources - History & Social Studies,787.758861854,8.804857781
amazon.com,21,5,Alexa Skills,Alexa Skills - Games & Trivia,48949.141873914,314.563877911
amazon.com,21,5,Alexa Skills,Alexa Skills - News,10915.251858311,89.909838992
amazon.com,21,5,Alexa Skills,Alexa Skills - Productivity,15999.996512803,124.259246829
amazon.com,21,5,Alexa Skills,Alexa Skills - Weather,7525.422088649,5.246850059
amazon.com,21,5,Apps & Games,Apps & Games - Communication,32338.976002572,408.887705423
amazon.com,21,5,Apps & Games,Apps & Games - Food & Drink,3661.016151235,16.310517333
amazon.com,21,5,Apps & Games,Apps & Games - Medical,4406.77870056,3.568383273
amazon.com,21,5,Apps & Games,Apps & Games - Travel,7728.811874829,106.039740539
amazon.com,21,5,Apps & Games,Apps & Games - Utilities,127796.582316244,1033.332548744
amazon.com,21,5,Movies & TV,Movies & TV - TV Series,745.762549326,28.588562218
amazon.com,21,5,Video Shorts,Video Shorts - Product Reviews,203.38978618,5.309280024
amazon.com,21,5,Digital Educational Resources,Digital Educational Resources - Classroom Management,610.169358539,20.640517631
amazon.com,21,5,Digital Educational Resources,Digital Educational Resources - English Language Arts,10847.455262917,55.719853932
amazon.com,22,3,Tools & Home Improvement,Tools & Home Improvement - Painting Supplies & Wall Treatments,244.292736222,12.148867426
amazon.com,22,3,Pet Supplies,Pet Supplies - Customers Keep It - 70%,570.016384519,53.861993987
target.com,21,1,Target,Target - Beauty,11190068.2224656,633400.849602792
target.com,21,1,Target,Target - Home,27357215.3631567,1158358.58482942
target.com,21,1,Target,Target - Patio & Garden,1449612.67377508,52826.593160704
target.com,21,1,Target,Target - Top Deals,130002.814155485,4343.25473127
target.com,21,1,AT&T,N/A,2827.684919097,30.737279453
target.com,21,1,Target,Target - Featured Brands ,43263.579262184,2076.434947503
target.com,21,1,Ice Cream & Ice,N/A,1201.766090616,65.073565405
target.com,21,1,Shop All Target Next Day Delivery,Shop All Target Next Day Delivery - Household Essentials,9119.283864088,682.527240181
target.com,21,1,baby seahorse,N/A,636.229106797,32.952545743
amazon.com,22,3,Pet Supplies,Pet Supplies - Top Pet Products,244.292736222,19.64259007
amazon.com,22,3,Pet Supplies,Pet Supplies - Deals & Coupons,244.292736222,17.058233291
amazon.com,21,1,Toys & Games,Toys & Games - Stuffed Animals & Plush Toys,13057048.7741429,614596.319746101
amazon.com,21,1,Tools & Home Improvement,Tools & Home Improvement - Rough Plumbing,5526884.31403571,479009.187324591
amazon.com,21,1,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry - Novelty & More",33902883.4216515,1664485.86370074
amazon.com,21,1,Home & Kitchen,Home & Kitchen - Event & Party Supplies,3087484.51983408,254461.674247025
amazon.com,21,1,Movies & TV,Movies & TV - Studio Specials,2296128.21490403,135591.493089417
amazon.com,21,1,Health & Household,Health & Household - Household Supplies,53032821.7363822,7432679.13133277
amazon.com,21,1,Automotive,N/A,1251975.03283948,70393.40191826
amazon.com,21,1,Cell Phones & Accessories,"Cell Phones & Accessories - Cases, Holsters & Clips",14291.129871261,514.533232642
amazon.com,21,1,Tools & Home Improvement,Tools & Home Improvement - Hardware,22448542.8298356,1799997.5629171
amazon.com,21,1,Toys & Games,Toys & Games - Novelty & Gag Toys,7498760.00244893,384437.249320597
amazon.com,21,1,Books,"Books - New, Used & Rental Textbooks",15791338.2271587,711332.119075164
amazon.com,21,1,Books,Books - Teen & Young Adult,9429383.56388083,509510.570397037
amazon.com,21,1,Industrial & Scientific,"Industrial & Scientific - Adhesives, Sealants & Lubricants",4911765.26192982,599787.628395655
amazon.com,21,1,Pet Supplies,N/A,2672020.9585767,237188.17086923
amazon.com,21,1,Sports & Outdoors,Sports & Outdoors - Outdoor Recreation,88768452.4938767,4709665.67012627
amazon.com,21,1,Movies & TV,Movies & TV - Genre for Featured Categories,4747597.40870281,255958.365755779
amazon.com,21,1,Books,Books - Literature & Fiction,31185707.2964228,1549112.69362872
amazon.com,21,1,"Patio, Lawn & Garden","Patio, Lawn & Garden - Grills & Outdoor Cooking",6302748.55381119,488821.386087947
amazon.com,21,1,Office Products,N/A,2053719.42797007,167800.258990493
amazon.com,21,1,Musical Instruments,Musical Instruments - Microphones & Accessories,11444793.1563137,635428.30314859
amazon.com,21,1,Industrial & Scientific,Industrial & Scientific - Fasteners,4111221.80208253,413650.140112933
amazon.com,21,1,Toys & Games,Toys & Games - Dolls & Accessories,7635066.1571034,432867.669471427
amazon.com,21,1,Cell Phones & Accessories,N/A,1190246.9592779,72632.089655287
amazon.com,21,1,Grocery & Gourmet Food,Grocery & Gourmet Food - Alcoholic Beverages,349892.49478924,244886.461028836
amazon.com,21,1,Musical Instruments,Musical Instruments - Keyboards & MIDI,3187702.5692254,88305.703674731
amazon.com,21,1,CDs & Vinyl,CDs & Vinyl - Rap & Hip-Hop,736953.936596593,37012.025401312
amazon.com,21,1,CDs & Vinyl,CDs & Vinyl - Metal,500189.545494143,30879.032472433
amazon.com,21,1,CDs & Vinyl,CDs & Vinyl - Classic Rock,596024.181101425,36097.306973897
amazon.com,21,1,Magazine Subscriptions,Magazine Subscriptions - Entertainment & Pop Culture,64129.944128181,2544.168544432
amazon.com,21,1,Industrial & Scientific,Industrial & Scientific - Power & Hand Tools,23478.284788501,789.268827178
amazon.com,21,1,Hobbies,Hobbies - Remote & App Controlled Vehicles & Parts,302095.27051393,17985.134415147
amazon.com,21,1,Software,Software - Operating Systems,307619.572817106,11759.563379318
amazon.com,21,1,Software,Software - Utilities,105802.398458665,5629.457304244
amazon.com,21,1,Home & Kitchen,Home & Kitchen - Kids' Home Store,65811.2535248,6112.773536451
amazon.com,21,1,Movies & TV,Movies & TV - MOD CreateSpace Video,76799.811366988,2713.097759139
amazon.com,21,1,Amazon Devices & Accessories,Amazon Devices & Accessories - Amazon Device Accessories,173475.101672579,24232.141109879
amazon.com,21,1,"Patio, Lawn & Garden","Patio, Lawn & Garden - Live Plants, Seeds & Bulbs",2762.151151588,22.50240534
amazon.com,21,1,Magazine Subscriptions,"Magazine Subscriptions - Science, History & Nature",58545.595060839,4332.02267726
amazon.com,21,1,Movies & TV,Movies & TV - Showtime,7926.172869775,126.264453001
amazon.com,21,1,Magazine Subscriptions,Magazine Subscriptions - Fashion & Style,42453.062264629,2168.333486209
amazon.com,21,1,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry - Traditional & Cultural Wear",13810.755757942,145.093443433
amazon.com,21,1,Remote- & App-Controlled Vehicle Parts,Remote- & App-Controlled Vehicle Parts - Power Plant & Driveline Systems,360.28058499,16.182604208
amazon.com,21,1,Office Electronics,Office Electronics - Printers & Accessories,35247.450564833,3032.540369826
amazon.com,21,1,Industrial & Scientific,Industrial & Scientific - Digital Signage,18014.029249489,710.887676175
amazon.com,21,1,Amazon Fire TV,N/A,1260.982047464,102.003756474
amazon.com,21,1,Pet Supplies,Pet Supplies - Flea & Tick Center,900.701462474,70.597608198
amazon.com,21,1,Grocery & Gourmet Food,"Grocery & Gourmet Food - Sauces, Gravies & Marinades",2161.683509939,560.563203653
bestbuy.com,22,3,Best Buy,Best Buy - Video Games,4357616.08706176,162587.499952944
bestbuy.com,22,3,Best Buy,"Best Buy - Sports, Fitness and Outdoors",390164.774468277,6233.964971083
amazon.com,21,3,"Patio, Lawn & Garden","Patio, Lawn & Garden - Generators & Portable Power",6384507.27832807,193140.612811183
amazon.com,21,3,Industrial & Scientific,"Industrial & Scientific - Adhesives, Sealants & Lubricants",4777112.28207432,645889.284861723
amazon.com,21,3,Toys & Games,Toys & Games - Toy Figures & Playsets,22364208.9030044,786596.536301794
amazon.com,21,3,"Arts, Crafts & Sewing","Arts, Crafts & Sewing - Painting, Drawing & Art Supplies",14808346.4148804,1272020.09198516
amazon.com,21,3,Toys & Games,Toys & Games - Puzzles,5462479.05947965,406312.451885874
amazon.com,21,3,Software,Software - Antivirus & Security,313606.141248973,27961.530767444
amazon.com,21,3,Pet Supplies,Pet Supplies - Cat Holiday Gift Guide,1724.417538153,184.80804169
amazon.com,21,3,Industrial & Scientific,Industrial & Scientific - Digital Signage,27174.441894346,773.41840649
amazon.com,21,1,Audible Books & Originals,Audible Books & Originals - Religion & Spirituality,198994.976442688,3476.090323612
amazon.com,21,1,Kitchen & Dining,Kitchen & Dining - Small Appliance Parts & Accessories,931145.171906084,96059.998993273
amazon.com,21,1,CDs & Vinyl,CDs & Vinyl - Opera & Classical Vocal,94513.606795652,3525.6749414
amazon.com,21,1,Movies & TV,Movies & TV - BBC,274954.133111366,14426.209147849
amazon.com,21,1,Books,Books - Calendars,646463.462999994,53111.986821076
amazon.com,21,1,CDs & Vinyl,CDs & Vinyl - Holiday & Wedding,196893.339696914,16613.22657161
amazon.com,21,1,Janitorial & Sanitation Supplies,Janitorial & Sanitation Supplies - Vacuums & Floor Cleaning Machines,63109.149137376,10853.381759733
amazon.com,21,1,Toys & Games,Toys & Games - Action Figures & Statues,14831.550748746,142.525844316
amazon.com,21,1,Automotive,Automotive - Your Garage,5224.068482352,158.64113643
amazon.com,21,1,Safety & Security,Safety & Security - Personal Protective Equipment,208482.365180752,28392.676968625
amazon.com,21,1,"Patio, Lawn & Garden","Patio, Lawn & Garden - Snow Removal",1464420.48445512,93618.451740342
amazon.com,21,1,Pet Supplies,Pet Supplies - Hagen,2101.636745774,127.820918922
amazon.com,21,1,Lighting Assemblies & Accessories,"Lighting Assemblies & Accessories - Headlight Assemblies, Parts & Accessories",223974.430335313,17394.580810603
amazon.com,21,1,Automotive,Automotive - Automotive Enthusiast Merchandise,22517.536561861,1106.694330202
amazon.com,21,1,Pet Supplies,Pet Supplies - Cat Stocking Stuffers,5704.442595672,415.398735724
amazon.com,21,1,Pet Supplies,Pet Supplies - Pet Birthday,38369.882301411,6015.286229689
amazon.com,21,1,Movies & TV,Movies & TV - Tweens,2281.777038269,53.747882276
amazon.com,21,1,Department,Department - Beauty & Personal Care,720.56116998,62.78670935
amazon.com,21,1,Pet Supplies,Pet Supplies - Cat Food,1020.794990804,71.264391176
amazon.com,21,1,Sports Collectibles,N/A,38489.975829741,1634.327002769
amazon.com,21,1,"Patio, Lawn & Garden","Patio, Lawn & Garden - Suncast",360.28058499,16.137693644
target.com,22,6,Target,Target - Men,27658.198682947,1094.289868464
bestbuy.com,22,3,Custom Landing Pages,N/A,1755.77965423,66.261247493
bestbuy.com,22,3,Best Buy,Best Buy - Services,78399.378473669,3863.075796412
bestbuy.com,22,3,Best Buy,Best Buy - Wearable Technology,971327.840018462,25810.441035731
amazon.com,21,3,Home & Kitchen,Home & Kitchen - Home Décor,79022920.2527157,4965166.57402042
amazon.com,21,3,"Patio, Lawn & Garden","Patio, Lawn & Garden - Farm & Ranch",1537645.27996913,88180.88935085
amazon.com,21,3,All Electronics,N/A,1794345.64245905,79282.966132257
amazon.com,21,3,Cell Phones & Accessories,N/A,1053083.95174807,71422.481226426
amazon.com,21,3,Electronics,Electronics - Computers & Accessories,288490534.969835,15887469.582048
amazon.com,21,3,Automotive,Automotive - Exterior Accessories,11313903.4678234,665496.515483206
amazon.com,21,3,Home & Kitchen,Home & Kitchen - Irons & Steamers,1057959.89099388,102107.35722048
amazon.com,21,3,Grocery & Gourmet Food,Grocery & Gourmet Food - Fresh Flowers & Live Indoor Plants,659916.753049128,106822.226495652
amazon.com,21,3,Toys & Games,Toys & Games - Collectible Toys,7285307.32265508,400161.907520568
amazon.com,21,3,Health & Personal Care,N/A,3807632.84958982,329493.030452107
amazon.com,21,3,Beauty & Personal Care,Beauty & Personal Care - Personal Care,6667311.7545852,855768.662252858
amazon.com,21,3,Home & Kitchen,"Home & Kitchen - Heating, Cooling & Air Quality",16336656.055074,1106081.48897723
amazon.com,21,3,Home & Kitchen,Home & Kitchen - Event & Party Supplies,3527266.3429556,307368.091979532
amazon.com,21,3,"Patio, Lawn & Garden","Patio, Lawn & Garden - Non-Returnable Products",1129.790800859,63.347917514
amazon.com,21,3,"Patio, Lawn & Garden","Patio, Lawn & Garden - Pools, Hot Tubs & Supplies",4635234.34255592,352041.574089939
amazon.com,21,3,Pet Supplies,Pet Supplies - Horses,685485.70275278,45113.43790561
amazon.com,21,3,Beauty & Personal Care,Beauty & Personal Care - Fragrance,3493907.78299339,201935.864326482
amazon.com,21,3,Software,Software - Music,17244.175381532,622.924605362
amazon.com,21,3,Toys & Games,"Toys & Games - Kids' Furniture, Décor & Storage",174939.18611196,11398.95746437
amazon.com,21,3,Office Electronics,Office Electronics - Printers & Accessories,35618.141563924,2481.642041125
amazon.com,21,3,"Patio, Lawn & Garden","Patio, Lawn & Garden - Roll into Spring",46618.736203867,1501.684131945
amazon.com,21,3,Pet Supplies,Pet Supplies - Top Pet Products,2021.7309068,245.1315079
amazon.com,21,3,Electronics,"Electronics - Batteries, Chargers & Accessories",159241.040247393,19764.266962257
amazon.com,21,3,Janitorial & Sanitation Supplies,Janitorial & Sanitation Supplies - Vacuums & Floor Cleaning Machines,56727.390737869,9639.058563308
amazon.com,22,1,Books,"Books - New, Used & Rental Textbooks",11286452.1922829,518669.175024602
amazon.com,22,1,Books,"Books - Health, Fitness & Dieting",8045518.24917125,464928.927722024
amazon.com,22,1,Books,Books - Christian Books & Bibles,10425688.5293817,629402.542601685
amazon.com,22,1,Books,Books - Children's Books,17466173.4918338,1562561.71664583
